date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:51:07	1437/1437	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/car.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/car.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:07	1467/1467	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/flag.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/flag.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:07	72854/72854	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20May%202015%2023:14:30%20GMT	https://demoxml.com/html/nimis/index.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/index.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:09	4307/4307	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/logo.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/logo.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:10	23490/23490	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:23:52%20GMT	https://demoxml.com/html/nimis/checkout.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/checkout.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:13	34774/34774	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:23:36%20GMT	https://demoxml.com/html/nimis/category-2.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/category-2.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:14	38099/38099	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:22:50%20GMT	https://demoxml.com/html/nimis/category-1.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/category-1.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:14	38957/38957	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20May%202015%2001:38:46%20GMT	https://demoxml.com/html/nimis/product-detail.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/product-detail.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:14	24089/24089	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:22:18%20GMT	https://demoxml.com/html/nimis/cart.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/cart.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:15	27154/27154	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:24:32%20GMT	https://demoxml.com/html/nimis/single-blog.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/single-blog.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:15	20590/20590	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:24:04%20GMT	https://demoxml.com/html/nimis/contact.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/contact.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:16	18906/18906	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:21:54%20GMT	https://demoxml.com/html/nimis/404.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/404.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:17	25045/25045	---M-Z	200	added ('OK')	text/html	date:Sun,%2024%20May%202015%2005:22:06%20GMT	https://demoxml.com/html/nimis/blog.html	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/blog.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:17	1286/1286	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/bag.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/bag.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:18	3814/3814	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/c_item1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/c_item1.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:18	1215/1215	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/close.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/close.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:18	3842/3842	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/c_item2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/c_item2.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:19	72854/72854	---M-Z	200	added ('OK')	text/html	date:Mon,%2025%20May%202015%2023:14:30%20GMT	https://demoxml.com/html/nimis/	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/index-3.html	(from https://demoxml.com/html/nimis/index-2.html)
19:51:21	1086/1086	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/sep-b2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/sep-b2.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:22	7943/7943	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/offer-tag.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/offer-tag.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:24	1391/1391	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/phone.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/phone.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:24	131808/131808	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/menu_cat.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/menu_cat.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:24	1466/1466	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/world.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/world.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:25	1638/1638	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/discount.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/discount.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:25	1331/1331	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/return.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/return.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:26	24952/24952	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img1.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:27	29114/29114	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img11.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img11.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:29	45902/45902	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img2.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:30	58196/58196	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img22.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img22.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:31	45136/45136	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img3.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img3.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:31	362760/362760	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/slider-temp.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/slider-temp.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:32	14963/14963	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img4.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img4.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:33	19056/19056	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img44.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img44.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:35	30585/30585	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item1.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:35	24295/24295	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item2.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:35	314547/314547	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/slider-temp2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/slider-temp2.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:35	102766/102766	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/promo_img33.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/promo_img33.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:36	21719/21719	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item3.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item3.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:36	22408/22408	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item4.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item4.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:38	18583/18583	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item14.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item14.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:39	20798/20798	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_item5.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item5.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:39	21915/21915	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item7.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item7.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:39	25979/25979	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item6.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item6.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:39	23787/23787	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_item12.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item12.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:41	19906/19906	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/t_item9.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item9.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:41	23391/23391	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item8.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item8.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:41	21319/21319	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/t_item11.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/t_item11.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:42	29752/29752	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog1.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog1.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:42	1414/1414	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/msg.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/msg.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:43	2010/2010	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/client_qoute.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/client_qoute.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:43	2563/2563	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/brand1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand1.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:43	45224/45224	---M--	200	added ('OK')	image/jpeg	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/blog2.jpg	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/blog2.jpg	(from https://demoxml.com/html/nimis/index-2.html)
19:51:43	3042/3042	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/brand2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand2.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:44	2527/2527	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/brand3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand3.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:44	2971/2971	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/brand4.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand4.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:45	2689/2689	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/brand5.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand5.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:45	2373/2373	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/brand6.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/brand6.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:46	2342/2342	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/pay1.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/pay1.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:46	2249/2249	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/pay2.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/pay2.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:47	2657/2657	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/pay3.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/pay3.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:47	2973/2973	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:20%20GMT	https://demoxml.com/html/nimis/images/pay4.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/pay4.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:47	2251/2251	---M--	200	added ('OK')	image/png	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/images/pay5.png	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/images/pay5.png	(from https://demoxml.com/html/nimis/index-2.html)
19:51:48	95821/95821	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-1764d%22	https://code.jquery.com/jquery.min.js	C:/My%20Web%20Sites/49dollar/code.jquery.com/jquery.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:48	470596/470596	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-72e44%22	https://code.jquery.com/ui/1.11.4/jquery-ui.js	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/jquery-ui.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:49	23890/23890	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/owl.carousel.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/owl.carousel.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:49	7800/7800	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/lightbox.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/lightbox.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:50	58274/58274	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/jquery.elevatezoom.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:51	23382/23382	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/bootstrap-select.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/bootstrap-select.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:52	64336/64336	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/js/jquery.themepunch.plugins.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/js/jquery.themepunch.plugins.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:52	71350/71350	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:18%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/js/jquery.themepunch.revolution.min.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:53	3080/3080	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2023%20May%202015%2020:24:16%20GMT	https://demoxml.com/html/nimis/js/rs-plugin/rs.home.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/rs-plugin/rs.home.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:53	8078/8078	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20May%202015%2023:14:24%20GMT	https://demoxml.com/html/nimis/js/main.js	C:/My%20Web%20Sites/49dollar/demoxml.com/html/nimis/js/main.js	(from https://demoxml.com/html/nimis/index-2.html)
19:51:53	247/247	---M--	200	added ('OK')	image/png	etag:%2228feccc0-f7%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:54	319/319	---M--	200	added ('OK')	image/png	etag:%2228feccc0-13f%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
19:51:54	301/301	---M--	200	added ('OK')	image/png	etag:%2228feccc0-12d%22	https://code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/My%20Web%20Sites/49dollar/code.jquery.com/ui/1.11.4/themes/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://code.jquery.com/ui/1.11.4/themes/smoothness/jquery-ui.css)
